idsismo,idcountry,mag,place,time,tsunami,lng,lat,depth,danger
8258,3,4.7,"34 km S of Hasaki, Japan",2014-07-07 18:09:18,0,140.835,35.4244,50.37,1
8259,3,4.4,"61 km E of ?arai, Japan",2014-07-07 22:57:40,0,141.2598,36.2402,20.06,1
8260,3,4.4,"Bonin Islands, Japan region",2014-07-08 04:01:11,0,142.7321,27.6739,42.17,1
8261,3,4.8,"Bonin Islands, Japan region",2014-07-08 04:33:33,0,142.8507,27.7355,31.81,1
8262,3,4.6,"Bonin Islands, Japan region",2014-07-08 06:05:17,0,142.8875,27.8409,19.01,1
8263,3,5.5,"13 km N of Shiraoi, Japan",2014-07-08 09:05:22,0,141.3472,42.6676,10.0,1
8264,3,4.0,"80 km ESE of Yamada, Japan",2014-07-08 12:52:51,0,142.8375,39.2434,38.43,1
8265,3,4.4,"Bonin Islands, Japan region",2014-07-08 16:57:03,0,140.1668,27.4113,469.6,1
8266,3,4.1,"15 km E of Daigo, Japan",2014-07-09 02:30:34,0,140.5184,36.7784,37.65,1
8267,3,4.1,"Izu Islands, Japan region",2014-07-09 06:22:20,0,141.5141,29.068,43.44,1
8268,3,4.2,"Bonin Islands, Japan region",2014-07-10 00:33:30,0,139.3776,27.9094,515.79,1
8269,3,4.4,"Izu Islands, Japan region",2014-07-10 02:40:53,0,142.4086,29.0975,25.19,1
8270,3,4.7,"15 km WNW of Takahagi, Japan",2014-07-10 08:58:55,0,140.5509,36.7485,19.99,1
8271,3,4.4,"39 km SE of Hasaki, Japan",2014-07-10 22:59:13,0,141.191,35.524,23.84,1
8272,3,4.0,"151 km ESE of Yamada, Japan",2014-07-10 23:42:31,0,143.64,39.0807,17.38,1
8273,3,6.5,"139 km ESE of Namie, Japan",2014-07-11 19:22:00,0,142.4525,37.0052,20.0,1
8274,3,5.2,"143 km E of Iwaki, Japan",2014-07-11 19:28:14,0,142.4903,36.9093,17.59,1
8275,3,5.1,"134 km ESE of Namie, Japan",2014-07-11 19:30:49,0,142.4068,37.0358,9.23,1
8276,3,5.0,"153 km E of Iwaki, Japan",2014-07-11 19:34:05,0,142.5773,36.7981,11.3,1
8277,3,4.8,"137 km E of Iwaki, Japan",2014-07-11 19:35:52,0,142.4134,36.907,11.65,1
8278,3,4.7,"159 km E of Iwaki, Japan",2014-07-11 19:38:03,0,142.6559,36.86,20.99,1
8279,3,4.7,"175 km E of Iwaki, Japan",2014-07-11 19:39:37,0,142.8209,36.782,10.0,1
8280,3,4.5,"151 km E of Iwaki, Japan",2014-07-11 19:42:58,0,142.5571,36.8053,10.59,1
8281,3,4.6,"149 km E of Iwaki, Japan",2014-07-11 19:47:36,0,142.5422,36.8633,9.84,1
8282,3,4.8,"151 km E of Iwaki, Japan",2014-07-11 19:51:25,0,142.5819,36.9436,18.15,1
8283,3,4.7,"141 km E of Iwaki, Japan",2014-07-11 19:59:11,0,142.4573,36.865,11.79,1
8284,3,4.5,"146 km E of Iwaki, Japan",2014-07-11 20:06:17,0,142.5172,36.9009,23.26,1
8285,3,4.2,"138 km E of Iwaki, Japan",2014-07-11 20:22:33,0,142.4214,36.8584,13.31,1
8286,3,4.4,"145 km E of Iwaki, Japan",2014-07-11 20:27:00,0,142.4971,36.8677,10.12,1
8287,3,4.5,"144 km E of Iwaki, Japan",2014-07-11 21:00:33,0,142.5078,36.9778,33.62,1
8288,3,4.5,"150 km E of Iwaki, Japan",2014-07-11 21:49:21,0,142.543,36.8208,33.33,1
8289,3,4.3,"150 km E of Iwaki, Japan",2014-07-11 21:57:02,0,142.5412,36.8062,21.28,1
8290,3,4.4,"139 km ESE of Iwaki, Japan",2014-07-11 22:45:08,0,142.4136,36.7669,34.71,1
8291,3,4.4,"126 km ESE of Namie, Japan",2014-07-11 23:39:07,0,142.3757,37.1699,10.0,1
8292,3,4.2,"158 km ESE of Namie, Japan",2014-07-12 00:52:31,0,142.6682,36.9841,16.98,1
8293,3,4.5,"145 km E of Iwaki, Japan",2014-07-12 00:56:59,0,142.5163,36.9348,27.13,1
8294,3,4.3,"158 km ESE of Namie, Japan",2014-07-12 01:29:08,0,142.6814,37.0065,29.28,1
8295,3,4.2,"124 km ESE of Namie, Japan",2014-07-12 03:22:31,0,142.293,37.0377,32.91,1
8296,3,4.4,"66 km ESE of Ishinomaki, Japan",2014-07-12 07:59:31,0,142.026,38.2516,56.82,1
8297,3,4.5,"130 km E of Iwaki, Japan",2014-07-12 09:29:56,0,142.3437,36.9473,10.0,1
8298,3,4.5,"152 km E of Iwaki, Japan",2014-07-12 17:44:20,0,142.584,36.8748,19.48,1
8299,3,4.5,"132 km E of Iwaki, Japan",2014-07-12 19:10:07,0,142.3595,36.9231,27.38,1
8300,3,4.4,"154 km ESE of Namie, Japan",2014-07-12 19:54:48,0,142.6494,37.0385,13.7,1
8301,3,4.0,"137 km E of Iwaki, Japan",2014-07-13 01:58:23,0,142.4003,36.823,28.87,1
8302,3,4.4,"133 km ESE of Namie, Japan",2014-07-13 01:58:50,0,142.41,37.0538,10.0,1
8303,3,4.7,"221 km ESE of Namie, Japan",2014-07-13 13:26:47,0,143.4241,37.0199,10.0,1
8304,3,4.5,"154 km ESE of Namie, Japan",2014-07-13 19:44:13,0,142.6178,36.9658,25.92,1
8305,3,4.2,"151 km E of Iwaki, Japan",2014-07-13 22:12:03,0,142.5736,36.8915,10.0,1
8306,3,4.4,"271 km SE of Katsuura, Japan",2014-07-14 14:41:22,0,141.9784,33.1235,10.0,1
8307,3,4.6,"off the east coast of Honshu, Japan",2014-07-14 14:41:51,0,141.8942,33.1205,10.0,1
8308,3,4.6,"269 km SSE of Katsuura, Japan",2014-07-14 15:57:14,0,141.8452,33.0769,10.0,1
8309,3,4.4,"267 km SE of Katsuura, Japan",2014-07-14 16:00:17,0,141.9491,33.1488,7.45,1
8310,3,4.3,"161 km ESE of Namie, Japan",2014-07-15 00:40:45,0,142.7016,36.957,10.0,1
8311,3,4.1,"Izu Islands, Japan region",2014-07-15 03:20:57,0,138.7421,30.3394,373.08,1
8312,3,4.1,"231 km ESE of Namie, Japan",2014-07-15 03:30:17,0,143.5311,36.9873,17.25,1
8313,3,4.1,"Bonin Islands, Japan region",2014-07-15 10:38:43,0,140.537,27.014,484.62,1
8314,3,4.5,"162 km ESE of Namie, Japan",2014-07-15 10:43:13,0,142.7481,37.0347,24.56,1
8315,3,4.9,"Bonin Islands, Japan region",2014-07-15 15:23:45,0,142.169,28.9171,22.87,1
8316,3,4.3,"157 km E of Iwaki, Japan",2014-07-15 16:37:45,0,142.6271,36.8297,35.08,1
8317,3,4.3,"163 km ESE of Namie, Japan",2014-07-15 19:45:21,0,142.7316,36.9727,13.01,1
8318,3,4.7,"146 km ESE of Iwaki, Japan",2014-07-15 20:43:40,0,142.4669,36.7091,9.74,1
8319,3,4.6,"14 km S of Iwaki, Japan",2014-07-16 08:24:54,0,140.8714,36.9154,36.88,1
8320,3,4.3,"7 km ESE of Yamagata, Japan",2014-07-16 23:16:19,0,140.4484,38.2056,132.17,1
8321,3,4.1,"123 km ENE of Miyako, Japan",2014-07-17 03:02:22,0,143.2544,40.1172,47.33,1
8322,3,4.4,"197 km ESE of Iwaki, Japan",2014-07-17 10:46:51,0,143.0442,36.6445,22.12,1
8323,3,4.3,"237 km ESE of Kamaishi, Japan",2014-07-18 01:22:39,0,144.3936,38.4606,22.66,1
8324,3,4.6,"151 km ESE of Namie, Japan",2014-07-18 04:38:50,0,142.6359,37.1007,10.0,1
8325,3,4.5,"120 km E of Miyako, Japan",2014-07-18 04:56:54,0,143.3429,39.7174,25.84,1
8326,3,4.6,"105 km S of Kushiro, Japan",2014-07-18 11:41:44,0,144.1845,42.0376,39.87,1
8327,3,4.6,"5 km WSW of Naka, Japan",2014-07-19 01:42:53,0,140.1164,36.0302,66.4,1
8328,3,4.6,"7 km NE of Funaishikawa, Japan",2014-07-20 01:25:33,0,140.6291,36.5102,56.37,1
8329,3,4.0,"3 km ESE of Hirakata, Japan",2014-07-20 05:35:11,0,135.6869,34.8003,373.25,1
8330,3,4.6,"130 km S of Muroto-misakicho, Japan",2014-07-20 13:30:21,0,134.3928,32.1242,26.32,1
8331,3,4.2,"22 km SW of Ichinohe, Japan",2014-07-20 17:18:21,0,141.0919,40.0813,80.58,1
8332,3,4.5,"160 km ESE of Namie, Japan",2014-07-21 12:36:54,0,142.6956,36.9689,12.65,1
8333,3,4.7,"10 km WSW of Tatsuno, Japan",2014-07-21 15:58:02,0,137.8883,35.9561,10.0,1
8334,3,4.5,"43 km SE of Hasaki, Japan",2014-07-21 23:38:17,0,141.139,35.4329,30.72,1
8335,3,4.4,"off the east coast of Honshu, Japan",2014-07-22 05:24:09,0,144.6743,37.2329,31.4,1
8336,3,4.6,"Bonin Islands, Japan region",2014-07-22 14:57:29,0,141.9136,28.0133,67.99,1
8337,3,4.3,"157 km ESE of Namie, Japan",2014-07-23 02:07:46,0,142.6786,37.0245,36.17,1
8338,3,4.2,"141 km E of Iwaki, Japan",2014-07-23 15:52:38,0,142.4645,36.9219,24.93,1
8339,3,4.4,"46 km SSE of ?funato, Japan",2014-07-24 08:56:40,0,141.9661,38.7059,35.0,1
8340,3,4.5,"81 km SSE of Kushiro, Japan",2014-07-24 16:51:15,0,144.8043,42.3094,45.26,1
8341,3,5.1,"86 km S of Shizunai-furukawach?, Japan",2014-07-25 04:18:16,0,142.1922,41.5694,64.06,1
8342,3,5.0,"Bonin Islands, Japan region",2014-07-25 17:05:44,0,143.6107,28.8286,23.86,1
8343,3,4.6,"149 km ESE of Namie, Japan",2014-07-26 20:38:31,0,142.5678,36.9831,21.64,1
8344,3,4.3,"117 km ENE of Miyako, Japan",2014-07-27 03:41:00,0,143.1398,40.1684,53.19,1
8345,3,4.6,"214 km SSE of Tateyama, Japan",2014-07-27 05:58:14,0,140.5182,33.1248,59.87,1
8346,3,4.5,"23 km E of Miyako, Japan",2014-07-27 09:24:15,0,142.2151,39.6127,50.63,1
8347,3,4.7,"23 km SE of Narut?, Japan",2014-07-27 18:09:10,0,140.6271,35.4823,58.01,1
8348,3,4.2,"13 km S of Chigasaki, Japan",2014-07-28 01:07:39,0,139.4225,35.2168,139.32,1
8349,3,4.5,"113 km ENE of Hasaki, Japan",2014-07-28 04:36:48,0,141.9807,36.1424,17.48,1
8350,3,4.4,"28 km SE of It?, Japan",2014-07-28 05:28:58,0,139.2677,34.7564,35.0,1
8351,3,4.6,"31 km E of Shimoda, Japan",2014-07-28 06:15:37,0,139.2809,34.7231,35.0,1
8352,3,4.4,"35 km ESE of Itō, Japan",2014-07-28 08:05:29,0,139.4211,34.8195,9.05,1
8353,3,4.5,"153 km ESE of Namie, Japan",2014-07-28 14:36:12,0,142.6297,37.0207,10.0,1
8354,3,4.6,"142 km ESE of Namie, Japan",2014-07-28 19:01:37,0,142.4847,36.9904,32.65,1
8355,3,4.3,"111 km ESE of Namie, Japan",2014-07-28 19:09:40,0,142.1712,37.1235,20.13,1
8356,3,4.8,"2 km SE of Yotsukaid?, Japan",2014-07-29 20:05:16,0,140.186,35.6281,69.36,1
8357,3,4.5,"25 km ENE of Iwaki, Japan",2014-07-30 14:57:06,0,141.1509,37.1403,49.32,1
8358,3,4.4,"83 km S of Shizunai-furukawachō, Japan",2014-07-31 15:57:25,0,142.2265,41.595,68.75,1
8359,3,4.6,"Izu Islands, Japan region",2014-08-01 06:01:22,0,140.2557,30.8371,58.15,1
8360,3,4.4,"89 km E of Hasaki, Japan",2014-08-01 08:34:16,0,141.8165,35.8607,39.48,1
8361,3,4.1,"82 km W of Kamiiso, Japan",2014-08-01 11:08:09,0,139.6661,41.9288,180.97,1
8362,3,4.5,"113 km ESE of Ishinomaki, Japan",2014-08-03 00:54:56,0,142.4167,37.9046,57.93,1
8363,3,4.5,"108 km ESE of Iwaki, Japan",2014-08-03 18:08:28,0,142.0208,36.7006,32.03,1
8364,3,4.4,"Izu Islands, Japan region",2014-08-03 22:56:26,0,142.5737,29.0673,25.14,1
8365,3,4.7,"28 km E of Kamaishi, Japan",2014-08-04 05:58:21,0,142.1889,39.2282,35.0,1
8366,3,4.7,"274 km SSE of Tateyama, Japan",2014-08-04 19:36:36,0,140.6833,32.6011,68.89,1
8367,3,4.3,"73 km E of Hachinohe, Japan",2014-08-05 13:48:49,0,142.3517,40.6281,56.69,1
8368,3,4.4,"near the south coast of western Honshu, Japan",2014-08-05 16:17:25,0,135.5381,34.9975,26.69,1
8369,3,4.2,"Bonin Islands, Japan region",2014-08-06 10:10:39,0,143.7626,27.0892,10.0,1
8370,3,4.6,"34 km ESE of ?funato, Japan",2014-08-06 15:12:05,0,142.0765,38.9387,60.2,1
8371,3,4.6,"14 km SSW of Hanawa, Japan",2014-08-06 20:05:43,0,140.7424,40.0545,24.72,1
8372,3,4.4,"274 km ESE of ?funato, Japan",2014-08-07 07:18:34,0,144.4263,37.8126,35.0,1
8373,3,4.5,"145 km ENE of Miyako, Japan",2014-08-08 05:47:08,0,143.4825,40.198,37.18,1
8374,3,5.0,"Bonin Islands, Japan region",2014-08-09 02:28:43,0,142.8848,27.7791,9.65,1
8375,3,4.4,"38 km SE of ?funato, Japan",2014-08-09 05:49:38,0,142.0551,38.8419,68.23,1
8376,3,4.4,"97 km NE of Hasaki, Japan",2014-08-09 11:13:22,0,141.7225,36.2365,32.51,1
8377,3,6.1,"78 km E of Mutsu, Japan",2014-08-10 03:43:17,0,142.1309,41.1585,41.0,1
8378,3,5.1,"Bonin Islands, Japan region",2014-08-10 22:39:37,0,142.8172,27.8239,30.67,1
8379,3,4.5,"Bonin Islands, Japan region",2014-08-11 21:40:43,0,143.0255,27.7392,27.33,1
8380,3,4.7,"93 km SSE of Tateyama, Japan",2014-08-12 00:47:22,0,140.3887,34.2586,86.63,1
8381,3,4.2,"46 km E of Iwaki, Japan",2014-08-12 03:54:43,0,141.3956,36.9711,46.9,1
8382,3,4.6,"Izu Islands, Japan region",2014-08-12 20:34:14,0,142.3109,31.649,20.39,1
8383,3,4.4,"44 km E of Shizunai-furukawach?, Japan",2014-08-13 00:40:41,0,142.9079,42.3428,55.48,1
8384,3,4.3,"30 km W of Hirosaki, Japan",2014-08-13 01:45:36,0,140.115,40.6138,145.51,1
8385,3,4.7,"Izu Islands, Japan region",2014-08-13 11:34:47,0,142.4719,29.2933,26.29,1
8386,3,4.4,"Izu Islands, Japan region",2014-08-14 06:43:24,0,139.8909,30.6588,10.0,1
8387,3,4.4,"38 km SE of Shizunai-furukawach?, Japan",2014-08-14 12:50:37,0,142.6708,42.0704,61.47,1
8388,3,4.4,"87 km SSE of Shizunai-furukawach?, Japan",2014-08-15 03:19:50,0,142.6804,41.579,62.31,1
8389,3,4.6,"149 km E of Iwaki, Japan",2014-08-15 12:24:45,0,142.5464,36.8394,35.0,1
8390,3,4.5,"31 km E of ?arai, Japan",2014-08-15 18:45:04,0,140.9326,36.353,39.15,1
8391,3,4.7,"134 km ESE of Iwaki, Japan",2014-08-15 20:25:07,0,142.3365,36.7183,30.68,1
8392,3,4.5,"Bonin Islands, Japan region",2014-08-16 08:03:57,0,142.7397,27.7911,36.47,1
8393,3,4.9,"off the east coast of Honshu, Japan",2014-08-16 15:21:18,0,145.4678,40.1212,34.27,1
8394,3,4.3,"48 km E of ?arai, Japan",2014-08-17 01:21:52,0,141.1203,36.3245,15.22,1
8395,3,4.8,"143 km E of Iwaki, Japan",2014-08-17 18:15:53,0,142.4714,36.8289,10.0,1
8396,3,4.2,"34 km NNE of Yuza, Japan",2014-08-19 08:05:57,0,140.0356,39.3169,155.35,1
8397,3,4.6,"Bonin Islands, Japan region",2014-08-19 20:23:32,0,142.8592,28.0953,27.13,1
8398,3,4.6,"85 km ENE of Misawa, Japan",2014-08-20 02:57:17,0,142.2608,41.0806,60.81,1
8399,3,5.2,"156 km S of ?yama, Japan",2014-08-20 19:38:25,0,138.1144,33.1969,307.89,1
8400,3,4.4,"147 km E of Yamada, Japan",2014-08-21 15:20:46,0,143.6669,39.5527,19.78,1
8401,3,4.6,"Bonin Islands, Japan region",2014-08-21 15:45:51,0,142.0718,28.1461,33.97,1
8402,3,4.5,"Bonin Islands, Japan region",2014-08-23 18:01:55,0,142.9409,27.4641,25.61,1
8403,3,4.6,"Bonin Islands, Japan region",2014-08-23 18:15:09,0,141.4007,27.2094,11.28,1
8404,3,4.6,"44 km ESE of Kitaibaraki, Japan",2014-08-23 18:33:13,0,141.2369,36.7093,6.47,1
8405,3,4.0,"260 km SE of Shing?, Japan",2014-08-24 02:18:40,0,137.7523,31.9183,380.33,1
8406,3,4.7,"4 km NE of Kasukabe, Japan",2014-08-24 08:26:51,0,139.7891,36.0113,82.81,1
8407,3,4.7,"253 km SE of ?funato, Japan",2014-08-24 08:53:05,0,144.085,37.7485,31.43,1
8408,3,4.5,"Bonin Islands, Japan region",2014-08-24 09:04:03,0,142.7905,27.4948,35.04,1
8409,3,4.5,"off the east coast of Honshu, Japan",2014-08-24 14:46:34,0,144.6749,37.0637,10.0,1
8410,3,4.5,"76 km ENE of Namie, Japan",2014-08-24 20:30:04,0,141.8238,37.7105,41.85,1
8411,3,4.5,"113 km ENE of Hasaki, Japan",2014-08-25 03:40:07,0,141.9371,36.2162,20.74,1
8412,3,4.2,"85 km ESE of Iwaki, Japan",2014-08-25 03:54:33,0,141.7363,36.6986,10.0,1
8413,3,4.3,"15 km ESE of Miyako, Japan",2014-08-25 11:04:36,0,142.1052,39.58,48.91,1
8414,3,4.4,"Izu Islands, Japan region",2014-08-25 15:27:21,0,138.2256,30.4272,447.73,1
8415,3,4.6,"3 km ENE of Sumoto, Japan",2014-08-25 18:42:19,0,134.9298,34.353,27.59,1
8416,3,4.5,"14 km NW of Miyako, Japan",2014-08-25 19:51:02,0,141.84,39.754,69.56,1
8417,3,4.3,"211 km SSE of Shimoda, Japan",2014-08-25 20:03:05,0,140.0219,32.9964,140.22,1
8418,3,4.8,"7 km NE of Tomobe, Japan",2014-08-26 02:22:51,0,140.3528,36.4068,116.42,1
8419,3,4.5,"53 km ESE of Kamaishi, Japan",2014-08-26 03:36:20,0,142.4241,39.0591,60.1,1
8420,3,4.1,"0 km NW of Toride, Japan",2014-08-26 07:39:29,0,140.0757,35.9046,63.79,1
8421,3,4.6,"70 km ESE of Ishinomaki, Japan",2014-08-26 19:49:33,0,142.0605,38.2126,37.06,1
8422,3,5.4,"154 km ENE of Hachinohe, Japan",2014-08-27 04:48:58,0,143.167,41.0699,26.0,1
8423,3,4.5,"43 km E of Kitaibaraki, Japan",2014-08-27 06:44:16,0,141.2233,36.7142,10.94,1
8424,3,4.6,"56 km SE of Hasaki, Japan",2014-08-27 10:25:54,0,141.2723,35.3737,30.98,1
8425,3,4.2,"217 km ESE of Kamaishi, Japan",2014-08-28 09:45:57,0,144.1364,38.4483,17.96,1
8426,3,4.2,"11 km ESE of Hitachi, Japan",2014-08-29 04:05:26,0,140.7689,36.5687,57.02,1
8427,3,4.9,"37 km ESE of Iwaki, Japan",2014-08-29 07:35:09,0,141.2365,36.8653,35.0,1
8428,3,4.4,"3 km SE of Hitachi, Japan",2014-08-29 09:19:43,0,140.6761,36.5726,38.64,1
8429,3,4.5,"203 km ESE of Namie, Japan",2014-08-29 13:33:42,0,143.1734,36.8976,35.2,1
8430,3,4.4,"76 km ESE of Kitaibaraki, Japan",2014-08-29 20:03:54,0,141.5603,36.5764,36.03,1
8431,3,4.6,"43 km SSW of Kushiro, Japan",2014-08-29 23:33:45,0,144.149,42.6175,59.76,1
8432,3,4.5,"Izu Islands, Japan region",2014-08-29 23:54:45,0,138.8616,29.8604,421.89,1
8433,3,4.7,"Bonin Islands, Japan region",2014-08-30 12:18:56,0,142.816,27.4546,28.21,1
8434,3,4.4,"100 km ESE of Namie, Japan",2014-08-30 17:45:58,0,142.0936,37.2515,33.27,1
8435,3,4.5,"119 km E of Namie, Japan",2014-08-30 20:42:29,0,142.3406,37.6427,10.0,1
8436,3,4.5,"23 km E of Iwaki, Japan",2014-08-30 20:44:29,0,141.1474,37.0547,53.63,1
8437,3,4.6,"Bonin Islands, Japan region",2014-08-31 18:00:46,0,142.6829,27.476,45.09,1
8438,3,4.6,"79 km ESE of Ishinomaki, Japan",2014-09-01 01:26:35,0,142.182,38.2503,37.3,1
8439,3,4.7,"Bonin Islands, Japan region",2014-09-02 04:02:55,0,143.7385,27.0096,10.0,1
8440,3,5.2,"20 km NW of Nikk?, Japan",2014-09-03 07:24:21,0,139.4288,36.8594,29.71,1
8441,3,4.8,"57 km SE of Hasaki, Japan",2014-09-03 10:11:15,0,141.2211,35.3204,23.7,1
8442,3,4.7,"17 km WNW of Nikk?, Japan",2014-09-03 20:34:38,0,139.4332,36.7918,10.0,1
8443,3,4.6,"12 km SW of Nikk?, Japan",2014-09-03 20:36:49,0,139.5155,36.6765,7.87,1
8444,3,4.8,"43 km WSW of Obihiro, Japan",2014-09-03 22:49:35,0,142.7088,42.7848,48.68,1
8445,3,4.2,"52 km SW of Nemuro, Japan",2014-09-04 03:07:07,0,145.1568,42.9636,104.93,1
8446,3,4.4,"86 km SE of Ishinomaki, Japan",2014-09-04 06:59:32,0,142.0807,37.9377,52.69,1
8447,3,4.4,"267 km E of Namie, Japan",2014-09-04 19:52:49,0,144.0079,37.2545,35.02,1
8448,3,4.3,"Bonin Islands, Japan region",2014-09-05 10:51:47,0,140.2569,27.1779,419.48,1
8449,3,4.8,"37 km SSE of Shizunai-furukawach?, Japan",2014-09-06 08:31:57,0,142.5397,42.0202,66.62,1
8450,3,4.5,"13 km NE of Funehikimachi-funehiki, Japan",2014-09-06 14:34:31,0,140.6756,37.5427,91.74,1
8451,3,4.2,"Izu Islands, Japan region",2014-09-07 01:27:06,0,141.6964,29.0824,33.51,1
8452,3,4.3,"4 km SSW of Ami, Japan",2014-09-08 12:21:27,0,140.1799,35.9921,71.98,1
8453,3,4.6,"9 km S of Y?kaichiba, Japan",2014-09-09 02:43:13,0,140.5692,35.6166,68.65,1
8454,3,4.4,"Izu Islands, Japan region",2014-09-09 15:35:08,0,139.8232,31.1926,10.0,1
8455,3,4.3,"16 km WNW of Takahagi, Japan",2014-09-09 16:54:10,0,140.5647,36.7974,14.7,1
8456,3,4.8,"46 km E of Ichinohe, Japan",2014-09-10 01:09:36,0,141.828,40.1424,68.69,1
8457,3,4.4,"Izu Islands, Japan region",2014-09-10 11:44:42,0,141.7841,31.7498,24.46,1
8458,3,4.9,"Bonin Islands, Japan region",2014-09-11 07:30:26,0,140.2757,27.2944,422.68,1
8459,3,4.4,"Izu Islands, Japan region",2014-09-12 18:04:56,0,141.7695,30.7498,24.37,1
8460,3,4.0,"94 km ESE of Owase, Japan",2014-09-13 03:13:01,0,137.0728,33.6277,362.4,1
8461,3,4.3,"Izu Islands, Japan region",2014-09-13 09:42:28,0,141.0039,31.43,39.97,1
8462,3,4.3,"Bonin Islands, Japan region",2014-09-13 10:11:50,0,139.9329,27.6223,489.84,1
8463,3,4.5,"Bonin Islands, Japan region",2014-09-15 01:48:42,0,141.0767,27.758,101.5,1
8464,3,4.3,"92 km SSE of Kushiro, Japan",2014-09-15 14:15:31,0,144.8913,42.2335,29.36,1
8465,3,5.5,"4 km ESE of Sakai, Japan",2014-09-16 03:28:30,0,139.8502,36.0873,49.94,1
8466,3,4.4,"4 km WSW of Ishige, Japan",2014-09-16 13:37:19,0,139.9138,36.106,53.77,1
8467,3,4.5,"135 km E of Yamada, Japan",2014-09-18 12:39:08,0,143.5259,39.4852,19.71,1
8468,3,4.5,"Izu Islands, Japan region",2014-09-18 12:52:33,0,142.4721,31.7037,28.28,1
8469,3,4.5,"Izu Islands, Japan region",2014-09-18 13:29:13,0,140.9142,31.2425,78.04,1
8470,3,4.5,"67 km SE of Ishinomaki, Japan",2014-09-18 16:34:49,0,141.859,37.9936,56.53,1
8471,3,4.4,"Izu Islands, Japan region",2014-09-19 08:51:41,0,141.0599,31.3415,42.65,1
8472,3,4.0,"65 km SSE of Toba, Japan",2014-09-20 13:03:44,0,137.0906,33.932,371.11,1
8473,3,5.5,"Bonin Islands, Japan region",2014-09-21 17:32:05,0,139.597,27.9401,491.15,1
8474,3,4.9,"Bonin Islands, Japan region",2014-09-21 17:33:35,0,139.6562,27.9109,494.14,1
8475,3,4.7,"Izu Islands, Japan region",2014-09-22 07:13:39,0,141.8306,31.4608,10.0,1
8476,3,4.8,"Izu Islands, Japan region",2014-09-23 11:04:29,0,141.7606,31.3695,10.0,1
8477,3,4.1,"46 km SE of ?funato, Japan",2014-09-23 14:54:16,0,142.1576,38.8289,53.14,1
8478,3,4.0,"18 km E of Namie, Japan",2014-09-24 01:42:59,0,141.21,37.516,38.5,1
8479,3,4.1,"Izu Islands, Japan region",2014-09-24 06:04:58,0,139.4048,29.2234,392.54,1
8480,3,5.2,"29 km E of Namie, Japan",2014-09-24 12:45:46,0,141.3349,37.5179,50.96,1
8481,3,5.1,"33 km ENE of Namie, Japan",2014-09-24 13:30:57,0,141.3659,37.5477,53.08,1
8482,3,4.5,"near the east coast of Honshu, Japan",2014-09-24 22:29:25,0,141.4264,35.0716,24.68,1
8483,3,4.6,"36 km SSE of Shizunai-furukawach?, Japan",2014-09-25 04:25:45,0,142.4878,42.014,68.6,1
8484,3,4.3,"29 km SSE of Obihiro, Japan",2014-09-25 11:12:01,0,143.3608,42.6762,103.21,1
8485,3,4.5,"80 km ENE of Mutsu, Japan",2014-09-26 08:49:45,0,142.0917,41.602,67.18,1
8486,3,4.3,"23 km NW of Nanao, Japan",2014-09-26 15:35:30,0,136.7764,37.2018,49.82,1
8487,3,4.5,"2 km SE of Tsukuba, Japan",2014-09-28 06:09:31,0,140.1195,36.1824,52.22,1
8488,3,4.9,"116 km S of Kushiro, Japan",2014-09-29 01:05:37,0,144.4174,41.9245,22.59,1
8489,3,4.4,"Izu Islands, Japan region",2014-09-29 08:31:30,0,141.8356,32.219,10.0,1
8490,3,4.4,"Izu Islands, Japan region",2014-09-29 12:16:21,0,141.7329,32.1939,30.83,1
8491,3,4.8,"Izu Islands, Japan region",2014-09-29 14:55:57,0,140.3587,29.3621,40.83,1
8492,3,4.5,"Izu Islands, Japan region",2014-09-30 00:41:56,0,141.834,32.3206,10.0,1
8493,3,4.2,"Bonin Islands, Japan region",2014-10-01 00:29:19,0,139.3424,28.306,509.97,1
8494,3,4.2,"Izu Islands, Japan region",2014-10-01 04:12:59,0,141.8633,31.9327,24.84,1
8495,3,4.4,"Bonin Islands, Japan region",2014-10-01 09:17:28,0,139.8616,27.6856,480.86,1
8496,3,4.1,"29 km ESE of Toba, Japan",2014-10-01 23:24:49,0,137.1169,34.3479,344.75,1
8497,3,4.6,"44 km E of Ishinomaki, Japan",2014-10-02 05:32:36,0,141.8047,38.4099,52.45,1
8498,3,4.1,"198 km SE of Kamenka, Russia",2014-10-02 15:04:08,0,137.9068,43.3124,268.5,1
8499,3,5.5,"90 km NE of Miyako, Japan",2014-10-03 00:57:30,0,142.7657,40.1565,30.0,1
8500,3,4.3,"Izu Islands, Japan region",2014-10-03 03:21:12,0,139.1654,29.8365,389.76,1
8501,3,4.5,"Izu Islands, Japan region",2014-10-04 17:50:32,0,141.6044,31.4106,10.0,1
8502,3,4.6,"216 km ESE of Yamada, Japan",2014-10-05 11:05:29,0,144.3508,38.8972,22.26,1
8503,3,4.6,"26 km E of Namie, Japan",2014-10-05 15:09:16,0,141.297,37.4722,51.88,1
8504,3,4.3,"Izu Islands, Japan region",2014-10-05 22:00:58,0,142.249,30.8236,38.17,1
8505,3,4.6,"69 km ESE of Ishinomaki, Japan",2014-10-06 06:37:58,0,142.0632,38.2524,35.0,1
8506,3,4.0,"42 km S of Toba, Japan",2014-10-06 12:06:29,0,136.8656,34.0985,353.72,1
