time,lat,lng,depth,mag,place,country
2017/09/06 09:54:34,42.6734,-111.453,10.29,3.0,"12 km E of Soda Springs, Idaho",USA
2017/09/06 11:18:46,42.5529,-111.3998,10.0,3.0,"8 km NNW of Georgetown, Idaho",USA
2017/09/06 11:41:46,42.6014,-111.4379,6.03,3.2,"14 km NNW of Georgetown, Idaho",USA
2017/09/06 13:39:56,46.9814,-112.7977,19.87,3.2,"9 km WNW of Lincoln, Montana",USA
2017/09/06 15:04:47,42.561,-111.4011,9.2,3.5,"9 km NNW of Georgetown, Idaho",USA
2017/09/06 16:26:53,42.6122,-111.4602,5.98,3.1,"12 km ESE of Soda Springs, Idaho",USA
2017/09/06 16:35:14,42.5609,-111.4313,10.51,3.4,"10 km NNW of Georgetown, Idaho",USA
2017/09/06 19:10:29,43.6702,-105.13,0.0,3.3,"30 km ESE of Wright, Wyoming",USA
2017/09/07 12:13:38,42.5849,-111.4169,5.81,4.1,"12 km NNW of Georgetown, Idaho",USA
2017/09/08 02:07:14,42.6128,-111.4571,10.73,3.7,"12 km ESE of Soda Springs, Idaho",USA
2017/09/08 02:26:23,36.6996,-97.683,6.073,4.3,"9 km ESE of Jefferson, Oklahoma",USA
2017/09/08 06:53:34,36.9956,-104.9507,6.27,3.6,"17 km SSW of Weston, Colorado",USA
2017/09/08 07:31:18,42.6598,-111.446,6.58,3.2,"13 km E of Soda Springs, Idaho",USA
2017/09/08 07:51:09,42.5653,-111.4101,6.35,3.2,"9 km NNW of Georgetown, Idaho",USA
2017/09/08 16:42:22,42.6169,-111.4779,9.02,3.1,"11 km ESE of Soda Springs, Idaho",USA
2017/09/08 20:04:47,43.862,-105.3659,0.0,3.4,"15 km NE of Wright, Wyoming",USA
2017/09/08 22:28:21,36.2872,-97.5069,6.887,3.0,"4 km WNW of Lucien, Oklahoma",USA
2017/09/09 04:15:29,38.425,-87.913,11.76,3.06,"4 km N of Bellmont, Illinois",USA
2017/09/09 08:04:58,42.5836,-111.4264,7.05,3.2,"12 km NNW of Georgetown, Idaho",USA
2017/09/09 08:23:04,42.5619,-111.4167,7.19,4.1,"9 km NNW of Georgetown, Idaho",USA
2017/09/09 08:23:50,42.5799,-111.4221,5.91,3.3,"11 km NNW of Georgetown, Idaho",USA
2017/09/09 08:27:21,42.5785,-111.4302,9.03,4.0,"11 km NNW of Georgetown, Idaho",USA
2017/09/09 08:28:08,42.588,-111.4259,7.02,3.5,"12 km NNW of Georgetown, Idaho",USA
2017/09/09 08:30:22,42.6108,-111.4585,6.88,3.3,"12 km ESE of Soda Springs, Idaho",USA
2017/09/09 11:34:55,36.641,-97.7026,8.008,3.0,"9 km NNW of Hunter, Oklahoma",USA
2017/09/09 11:48:35,42.5734,-111.4347,6.25,3.1,"11 km NNW of Georgetown, Idaho",USA
2017/09/09 11:52:48,42.5698,-111.4426,6.62,3.9,"11 km NNW of Georgetown, Idaho",USA
2017/09/09 12:18:15,42.578,-111.3958,4.68,3.5,"10 km N of Georgetown, Idaho",USA
2017/09/09 20:47:50,35.9914,-96.8015,5.85,3.1,"3 km WNW of Cushing, Oklahoma",USA
2017/09/10 02:00:32,42.6737,-111.4779,2.46,3.2,"10 km ENE of Soda Springs, Idaho",USA
2017/09/10 07:09:04,42.5693,-111.4221,7.0,3.0,"10 km NNW of Georgetown, Idaho",USA
2017/09/10 07:13:56,35.9918,-96.804,5.961,3.3,"3 km WNW of Cushing, Oklahoma",USA
2017/09/10 08:34:41,37.0369,-104.9548,5.0,3.7,"14 km SW of Weston, Colorado",USA
2017/09/10 09:47:10,42.5629,-111.4155,9.83,5.0,"9 km NNW of Georgetown, Idaho",USA
2017/09/10 09:48:27,42.6147,-111.4216,2.61,3.5,"15 km NNW of Georgetown, Idaho",USA
2017/09/10 09:50:49,42.5611,-111.4255,11.63,3.0,"9 km NNW of Georgetown, Idaho",USA
2017/09/10 09:51:12,42.5946,-111.4303,7.55,3.0,"13 km NNW of Georgetown, Idaho",USA
2017/09/10 09:52:14,42.6308,-111.4462,4.01,3.4,"13 km ESE of Soda Springs, Idaho",USA
2017/09/10 09:54:50,42.6136,-111.4454,7.55,3.1,"13 km ESE of Soda Springs, Idaho",USA
2017/09/10 10:53:09,42.6134,-111.4758,4.92,3.1,"11 km ESE of Soda Springs, Idaho",USA
2017/09/10 11:10:20,42.5571,-111.4195,6.39,3.4,"9 km NNW of Georgetown, Idaho",USA
2017/09/10 11:12:39,42.6074,-111.4701,4.56,4.7,"12 km ESE of Soda Springs, Idaho",USA
2017/09/10 11:14:31,42.614,-111.4915,19.7,3.2,"10 km ESE of Soda Springs, Idaho",USA
2017/09/10 11:22:16,42.5572,-111.4506,7.23,3.1,"10 km NW of Georgetown, Idaho",USA
2017/09/10 12:17:37,42.6267,-111.4566,4.94,3.3,"12 km ESE of Soda Springs, Idaho",USA
2017/09/10 12:19:11,42.5866,-111.4279,8.86,3.9,"12 km NNW of Georgetown, Idaho",USA
2017/09/10 12:27:44,42.6144,-111.4523,3.71,3.0,"13 km ESE of Soda Springs, Idaho",USA
2017/09/10 12:45:19,42.5607,-111.4354,6.12,3.5,"10 km NNW of Georgetown, Idaho",USA
2017/09/10 13:09:51,42.5522,-111.4073,8.48,3.0,"8 km NNW of Georgetown, Idaho",USA
2017/09/10 14:38:18,42.5549,-111.4106,7.47,3.1,"8 km NNW of Georgetown, Idaho",USA
2017/09/10 14:47:42,42.5624,-111.4162,9.55,3.4,"9 km NNW of Georgetown, Idaho",USA
2017/09/10 18:39:29,42.5593,-111.4162,7.45,3.0,"9 km NNW of Georgetown, Idaho",USA
2017/09/10 19:05:13,42.5664,-111.4024,13.0,4.1,"9 km NNW of Georgetown, Idaho",USA
2017/09/10 19:05:36,42.5954,-111.3738,10.0,3.7,"12 km N of Georgetown, Idaho",USA
2017/09/10 19:06:22,42.5679,-111.4432,8.33,3.4,"11 km NNW of Georgetown, Idaho",USA
2017/09/10 20:07:14,42.5515,-111.4176,8.7,3.2,"8 km NNW of Georgetown, Idaho",USA
2017/09/10 20:32:15,42.5578,-111.4159,10.0,3.4,"9 km NNW of Georgetown, Idaho",USA
2017/09/10 22:17:01,42.578,-111.4302,10.0,3.3,"11 km NNW of Georgetown, Idaho",USA
2017/09/10 22:56:26,42.5956,-111.4481,10.0,3.0,"14 km NNW of Georgetown, Idaho",USA
2017/09/11 00:12:32,42.5646,-111.4147,8.76,3.2,"9 km NNW of Georgetown, Idaho",USA
2017/09/11 02:34:53,42.6746,-111.5232,9.6,3.0,"7 km ENE of Soda Springs, Idaho",USA
2017/09/11 03:27:05,35.5637,-96.7392,5.0,3.6,"8 km ESE of Sparks, Oklahoma",USA
2017/09/11 09:36:31,42.5544,-111.4287,2.24,4.3,"9 km NNW of Georgetown, Idaho",USA
2017/09/11 09:38:39,42.5592,-111.4576,4.83,4.1,"11 km NW of Georgetown, Idaho",USA
2017/09/11 09:38:45,42.5552,-111.4471,5.28,4.1,"10 km NW of Georgetown, Idaho",USA
2017/09/11 09:39:43,42.5486,-111.4333,9.47,3.2,"8 km NW of Georgetown, Idaho",USA
2017/09/11 09:41:31,42.5469,-111.4061,8.41,3.0,"7 km NNW of Georgetown, Idaho",USA
2017/09/11 11:46:30,42.5733,-111.4229,8.61,3.0,"10 km NNW of Georgetown, Idaho",USA
2017/09/11 12:34:30,42.5481,-111.4421,9.98,4.1,"9 km NW of Georgetown, Idaho",USA
2017/09/11 12:35:03,42.5548,-111.404,6.55,3.2,"8 km NNW of Georgetown, Idaho",USA
2017/09/11 12:35:47,42.5562,-111.4052,5.83,3.0,"8 km NNW of Georgetown, Idaho",USA
2017/09/11 13:26:35,42.547,-111.4397,8.42,4.7,"9 km NW of Georgetown, Idaho",USA
2017/09/11 13:27:25,42.5687,-111.4392,7.21,3.2,"11 km NNW of Georgetown, Idaho",USA
2017/09/11 13:31:26,42.5632,-111.4277,6.15,3.2,"10 km NNW of Georgetown, Idaho",USA
2017/09/11 13:36:25,42.5476,-111.4366,10.03,3.0,"9 km NW of Georgetown, Idaho",USA
2017/09/11 14:05:30,42.5438,-111.4143,7.19,3.5,"7 km NNW of Georgetown, Idaho",USA
2017/09/11 15:11:32,42.5413,-111.4148,9.05,3.0,"7 km NNW of Georgetown, Idaho",USA
2017/09/11 15:33:53,42.6086,-111.4647,4.31,3.1,southern Idaho,USA
2017/09/11 16:16:31,42.5774,-111.4221,8.61,3.2,"11 km NNW of Georgetown, Idaho",USA
2017/09/11 19:20:04,42.609,-111.471,7.61,3.0,"12 km ESE of Soda Springs, Idaho",USA
2017/09/12 00:00:26,42.5922,-111.4619,9.11,3.1,"13 km ESE of Soda Springs, Idaho",USA
2017/09/12 20:10:25,36.7404,-98.368,7.519,3.0,"1 km SSW of Cherokee, Oklahoma",USA
2017/09/13 17:33:10,37.4728333,-80.703,17.77,3.2,"11 km NE of Peterstown, West Virginia",USA
2017/09/13 21:59:42,33.9753333,-116.276,3.91,3.26,"18km S of Joshua Tree, CA",USA
2017/09/13 22:21:27,32.8438333,-115.6158333,15.23,3.47,"4km W of Imperial, CA",USA
2017/09/13 22:53:26,46.8738,-112.539,11.33,3.2,"14 km SE of Lincoln, Montana",USA
2017/09/14 02:53:01,42.5292,-111.4086,8.82,3.7,"6 km NNW of Georgetown, Idaho",USA
2017/09/14 02:53:09,42.4888,-111.4132,10.0,4.0,"3 km WNW of Georgetown, Idaho",USA
2017/09/14 02:54:11,42.5405,-111.4172,8.91,3.2,"7 km NNW of Georgetown, Idaho",USA
2017/09/14 02:57:53,42.5205,-111.4151,8.1,3.1,"5 km NW of Georgetown, Idaho",USA
2017/09/14 02:58:20,42.5325,-111.4265,10.0,3.2,"7 km NW of Georgetown, Idaho",USA
2017/09/14 03:40:29,36.2876,-97.5079,7.302,3.3,"4 km WNW of Lucien, Oklahoma",USA
2017/09/14 04:14:41,37.2788,-97.9675,4.96,3.4,"5 km E of Harper, Kansas",USA
2017/09/14 05:49:37,36.7402,-98.3656,7.992,3.0,"1 km SSW of Cherokee, Oklahoma",USA
2017/09/14 17:26:39,42.5873,-111.4355,7.52,3.2,"12 km NNW of Georgetown, Idaho",USA
2017/09/14 17:32:17,37.4116667,-121.8135,-0.21,3.28,"3 km N of East Foothills, California",USA
2017/09/14 19:10:48,36.291,-97.5125,7.742,3.4,"5 km WNW of Lucien, Oklahoma",USA
2017/09/14 20:00:19,48.5709,-114.5603,5.0,3.0,"2 km NNE of Olney, Montana",USA
2017/09/14 20:11:54,31.1684,-103.2947,5.0,3.2,"23 km WSW of Coyanosa, Texas",USA
2017/09/15 01:17:47,37.414,-121.8056667,-0.21,3.28,"3 km NNE of East Foothills, California",USA
2017/09/15 08:22:41,42.5805,-111.4475,4.04,3.6,"12 km NNW of Georgetown, Idaho",USA
2017/09/15 10:39:20,42.5921,-111.4466,5.25,3.0,"13 km NNW of Georgetown, Idaho",USA
2017/09/15 11:12:56,35.0328333,-119.3031667,11.48,3.23,"9km ESE of Maricopa, CA",USA
2017/09/15 13:04:52,37.2798,-97.9665,4.9,3.0,"5 km E of Harper, Kansas",USA
2017/09/15 21:21:57,42.6117,-111.4429,6.07,3.1,"14 km ESE of Soda Springs, Idaho",USA
2017/09/16 04:39:26,33.9745,-116.9263333,5.92,3.03,"7km NE of Beaumont, CA",USA
2017/09/16 05:20:56,42.5756,-111.4133,8.73,3.9,"10 km NNW of Georgetown, Idaho",USA
2017/09/16 09:45:50,33.1696667,-115.6161667,8.65,3.37,"11km WNW of Calipatria, CA",USA
2017/09/16 17:14:37,42.5836,-111.4269,6.94,3.0,"12 km NNW of Georgetown, Idaho",USA
2017/09/16 18:03:19,43.8027,-105.317,0.0,3.2,"15 km ENE of Wright, Wyoming",USA
2017/09/16 23:26:58,35.8609,-96.6861,6.664,3.8,"10 km WSW of Shamrock, Oklahoma",USA
2017/09/17 05:38:44,44.3023333,-110.8416667,7.53,3.15,"43 km ENE of Warm River, Idaho",USA
2017/09/17 18:53:00,35.7926,-96.9842,6.254,3.5,"3 km SE of Carney, Oklahoma",USA
2017/09/17 19:18:56,43.6242,-105.2035,0.0,3.1,"27 km ESE of Wright, Wyoming",USA
2017/09/18 04:49:09,42.6072,-111.457,5.27,3.6,"13 km ESE of Soda Springs, Idaho",USA
2017/09/18 17:21:18,40.7008333,-111.6091667,10.96,3.28,"4 km S of Summit Park, Utah",USA
2017/09/18 18:24:18,31.0306664,-116.6565018,5.16,3.51,"77km S of Maneadero, B.C., MX",USA
2017/09/19 06:20:44,34.0866667,-118.4756667,10.48,3.61,"5km NW of Westwood, CA",USA
2017/09/19 09:43:49,35.9907,-96.799,5.628,3.3,"2 km WNW of Cushing, Oklahoma",USA
2017/09/19 11:47:28,38.4238333,-87.9098333,11.68,3.8,"4 km N of Bellmont, Illinois",USA
2017/09/19 15:27:13,42.6056,-111.4487,5.79,3.7,"13 km ESE of Soda Springs, Idaho",USA
2017/09/19 15:35:09,42.6064,-111.4508,4.14,3.0,"13 km ESE of Soda Springs, Idaho",USA
2017/09/19 16:05:40,42.6154,-111.4706,8.81,3.1,"11 km ESE of Soda Springs, Idaho",USA
2017/09/19 18:34:13,36.019,-117.7673333,1.55,3.19,"16km NE of Little Lake, CA",USA
2017/09/19 18:45:43,36.0193333,-117.7698333,1.78,3.65,"15km NE of Little Lake, CA",USA
2017/09/19 22:17:53,36.4573,-98.7991,5.377,3.1,"15 km SSE of Waynoka, Oklahoma",USA
2017/09/19 22:21:38,36.4583,-98.7977,6.167,3.4,"15 km SSE of Waynoka, Oklahoma",USA
2017/09/19 23:26:52,42.5909,-111.4223,9.63,3.0,"12 km NNW of Georgetown, Idaho",USA
2017/09/20 06:02:18,35.5634,-96.7377,5.0,3.0,Oklahoma,USA
2017/09/20 16:54:39,36.8291667,-121.5468333,3.48,3.18,"1 km SSW of San Juan Bautista, California",USA
2017/09/20 17:10:08,40.8913333,-121.9836667,16.86,3.65,"7 km NW of Montgomery Creek, California",USA
2017/09/21 09:46:28,42.5829,-111.4286,8.3,3.3,"12 km NNW of Georgetown, Idaho",USA
2017/09/21 14:29:20,42.525,-111.426,8.76,3.1,"6 km NW of Georgetown, Idaho",USA
2017/09/21 18:29:21,43.699,-105.3833,0.0,3.2,"10 km ESE of Wright, Wyoming",USA
2017/09/21 23:10:47,32.383,-115.3971667,12.07,3.0,"19km W of Delta, B.C., MX",USA
2017/09/22 23:17:19,40.4953333,-124.4173333,26.88,3.91,"15 km SW of Ferndale, California",USA
2017/09/23 15:20:00,42.5571,-111.44,7.43,3.8,"10 km NW of Georgetown, Idaho",USA
2017/09/23 17:59:37,43.8285,-105.3452,0.0,3.4,"14 km NE of Wright, Wyoming",USA
2017/09/24 01:11:37,36.3711,-97.125,6.683,3.8,"10 km SSE of Red Rock, Oklahoma",USA
2017/09/24 04:38:44,38.615,-112.056,7.09,3.34,"5 km ESE of Monroe, Utah",USA
2017/09/24 05:28:35,42.6022,-111.4488,4.91,3.2,"14 km ESE of Soda Springs, Idaho",USA
2017/09/25 08:44:42,46.8246,-112.5369,9.63,3.5,"18 km SE of Lincoln, Montana",USA
2017/09/25 20:31:23,32.2208333,-115.2208333,20.46,3.1,"5km W of Alberto Oviedo Mota, B.C., MX",USA
2017/09/26 08:40:06,38.3639,-118.8962,6.2,3.5,"29 km SW of Hawthorne, Nevada",USA
2017/09/26 20:58:34,45.8351,-106.6881,0.0,3.0,"7 km SW of Colstrip, Montana",USA
2017/09/26 22:06:08,43.6009,-105.315,0.0,3.2,"21 km SE of Wright, Wyoming",USA
2017/09/27 09:15:12,31.1485,-103.2711,5.0,3.0,"22 km WSW of Coyanosa, Texas",USA
2017/09/28 03:56:54,37.3582,-98.1499,5.0,3.2,"9 km S of Spivey, Kansas",USA
2017/09/28 04:56:33,35.9915,-96.8025,5.225,3.0,"3 km WNW of Cushing, Oklahoma",USA
2017/09/29 06:05:30,37.5055,-118.8355,1.65,3.34,"12 km WSW of Aspen Springs, California",USA
2017/09/29 11:35:51,35.817,-105.3304,5.0,3.1,"17 km S of Mora, New Mexico",USA
2017/09/30 23:39:36,42.6553,-111.4596,5.89,3.2,"11 km E of Soda Springs, Idaho",USA
2017/10/01 05:48:37,36.4575,-98.7747,6.167,3.5,"16 km SE of Waynoka, Oklahoma",USA
2017/10/01 19:43:43,36.204,-97.4235,8.03,3.3,"7 km NW of Orlando, Oklahoma",USA
2017/10/02 05:30:19,47.8878333,-122.8935,54.22,3.25,"7 km N of Quilcene, Washington",USA
2017/10/02 16:18:06,37.4536667,-118.829,2.61,3.02,"15 km SW of Aspen Springs, California",USA
2017/10/02 19:07:59,43.6962,-105.2505,0.0,3.4,"20 km ESE of Wright, Wyoming",USA
2017/10/04 22:06:43,36.4583,-98.7619,7.701,3.2,"17 km SE of Waynoka, Oklahoma",USA
2017/10/05 00:12:01,36.4554,-98.7686,8.187,3.3,"17 km SE of Waynoka, Oklahoma",USA
2017/10/05 02:26:01,36.4538,-98.7737,8.342,3.0,"17 km SSE of Waynoka, Oklahoma",USA
2017/10/05 17:43:16,36.4575,-98.8179,6.605,3.0,"14 km SSE of Waynoka, Oklahoma",USA
2017/10/05 21:22:02,43.6195,-105.2376,0.0,3.1,"25 km SE of Wright, Wyoming",USA
2017/10/06 06:16:43,49.06,-67.92,22.0,3.3,"24 km SE of Baie-Comeau, Canada",USA
2017/10/06 22:58:49,43.6449,-105.3101,0.0,3.5,"18 km SE of Wright, Wyoming",USA
2017/10/07 13:33:20,38.035,-113.1378333,8.12,3.05,"27 km SW of Minersville, Utah",USA
2017/10/08 01:10:45,41.8912,-119.6568,13.8,3.5,"41 km E of Fort Bidwell, California",USA
2017/10/08 15:06:07,42.5958,-111.4474,5.75,3.2,"14 km NNW of Georgetown, Idaho",USA
2017/10/08 15:09:19,42.5911,-111.4469,5.91,3.0,"13 km NNW of Georgetown, Idaho",USA
2017/10/10 00:53:18,37.3135,-121.672,9.69,4.09,"14 km ESE of East Foothills, California",USA
2017/10/10 17:48:41,31.6125,-116.0085,6.09,3.03,"54km ESE of Maneadero, B.C., MX",USA
2017/10/10 21:28:19,32.9555,-115.5373333,11.57,3.12,"3km SSW of Brawley, CA",USA
2017/10/10 23:31:45,37.041,-104.9028,5.93,3.4,"11 km SSW of Weston, Colorado",USA
2017/10/10 23:35:34,43.4282,-105.1178,0.0,3.1,"46 km SE of Wright, Wyoming",USA
2017/10/11 01:24:25,42.5462,-111.4181,10.0,4.1,"8 km NNW of Georgetown, Idaho",USA
2017/10/11 03:01:25,41.982,-118.5809,11.1,3.5,"4 km E of Denio, Nevada",USA
2017/10/11 07:58:03,38.8352,-116.7143,12.5,3.3,"51 km SE of Kingston, Nevada",USA
2017/10/11 23:29:06,37.3475,-98.1347,3.23,3.1,"11 km SSE of Spivey, Kansas",USA
2017/10/12 05:32:07,42.5596,-111.4227,8.22,3.1,"9 km NNW of Georgetown, Idaho",USA
2017/10/12 14:46:31,35.5993,-97.408,4.791,3.3,"7 km NNE of Lake Aluma, Oklahoma",USA
2017/10/12 19:03:29,43.5761,-105.1789,0.0,3.2,"31 km SE of Wright, Wyoming",USA
2017/10/12 19:04:20,46.1558333,-120.5401667,12.91,3.42,"25 km NW of Bickleton, Washington",USA
2017/10/13 17:52:42,36.843,-99.7192,4.033,3.0,"7 km W of Buffalo, Oklahoma",USA
2017/10/13 18:01:31,43.7634,-105.3098,0.0,3.2,"14 km E of Wright, Wyoming",USA
2017/10/13 23:10:32,39.2846667,-123.2341667,1.39,3.94,"3 km NW of Redwood Valley, California",USA
2017/10/15 01:41:51,46.8723,-112.5348,6.64,3.6,"14 km SE of Lincoln, Montana",USA
2017/10/15 02:24:49,46.8502,-112.5994,5.01,3.4,"13 km SSE of Lincoln, Montana",USA
2017/10/15 10:16:25,35.834,-90.117,16.61,3.64,"6 km SE of Manila, Arkansas",USA
2017/10/15 11:33:56,42.613,-111.4679,6.52,3.2,"12 km ESE of Soda Springs, Idaho",USA
2017/10/16 01:35:34,42.5533,-111.4166,9.08,3.6,"8 km NNW of Georgetown, Idaho",USA
2017/10/16 05:28:09,45.9166667,-123.4611667,24.31,3.38,"21 km WNW of Vernonia, Oregon",USA
2017/10/16 18:13:33,36.3059,-98.1882,7.199,3.0,"6 km N of Ames, Oklahoma",USA
2017/10/17 12:05:40,33.1341667,-116.6556667,2.73,3.07,"8km NW of Julian, CA",USA
2017/10/18 10:06:00,33.1355,-116.6601667,2.67,3.44,"8km NW of Julian, CA",USA
2017/10/18 17:37:12,36.9137,-97.6539,7.695,3.1,"1 km S of Renfrow, Oklahoma",USA
2017/10/19 07:44:17,37.9793333,-118.666,4.52,3.04,California-Nevada border region,USA
2017/10/19 11:08:55,46.18,-74.75,10.0,3.1,"2 km NNW of Lac-Simon, Canada",USA
2017/10/19 11:45:32,36.4728333,-121.0506667,7.96,3.49,"24 km NE of Greenfield, California",USA
2017/10/19 17:25:54,43.5301,-105.2999,0.0,3.4,"29 km SSE of Wright, Wyoming",USA
2017/10/19 20:30:10,42.5714,-111.4328,6.99,3.7,"11 km NNW of Georgetown, Idaho",USA
2017/10/19 20:39:10,42.5879,-111.4836,12.91,3.0,"12 km SE of Soda Springs, Idaho",USA
2017/10/19 22:16:59,46.8916,-112.5188,8.86,3.1,"14 km ESE of Lincoln, Montana",USA
2017/10/19 22:18:16,46.8848,-112.5524,3.93,3.9,"12 km SE of Lincoln, Montana",USA
2017/10/21 16:03:47,36.9603,-97.7125,5.22,3.3,"6 km NW of Renfrow, Oklahoma",USA
2017/10/21 18:33:49,34.42,-120.0025,0.54,3.06,"13km W of Isla Vista, CA",USA
2017/10/21 19:04:20,43.6616,-105.1843,0.0,3.1,"26 km ESE of Wright, Wyoming",USA
2017/10/21 21:03:26,43.6948,-105.3602,0.0,3.5,"12 km ESE of Wright, Wyoming",USA
2017/10/21 21:10:00,46.9242,-112.5424,15.74,3.1,"11 km ESE of Lincoln, Montana",USA
2017/10/21 21:50:34,31.1485,-103.2981,1.2,3.1,"24 km WSW of Coyanosa, Texas",USA
2017/10/22 02:53:14,31.1785,-103.3354,5.0,3.3,"26 km WSW of Coyanosa, Texas",USA
2017/10/23 16:34:39,43.571,-105.4006,0.0,3.3,"21 km SSE of Wright, Wyoming",USA
2017/10/24 01:36:27,36.0306,-97.9068,7.429,3.3,"5 km N of Dover, Oklahoma",USA
2017/10/24 07:00:51,33.1591667,-118.7178333,4.85,3.9,"18km NW of San Clemente Is. (NW tip), CA",USA
2017/10/25 15:17:48,36.2824,-97.504,7.408,3.1,"4 km W of Lucien, Oklahoma",USA
2017/10/26 18:40:17,37.1203333,-121.5235,7.46,3.43,"8 km ENE of San Martin, California",USA
2017/10/26 20:38:51,34.4213333,-120.6785,4.35,4.33,"32km SW of Lompoc, CA",USA
2017/10/26 23:18:28,33.4618333,-118.1836667,10.7,3.71,"19km NE of Avalon, CA",USA
2017/10/29 20:11:19,36.5821667,-121.1751667,6.08,3.12,"22 km NE of Soledad, California",USA
2017/10/30 14:49:48,36.5046,-98.4681,5.698,3.3,"1 km WSW of Aline, Oklahoma",USA
2017/10/31 07:06:46,36.0328,-97.9046,6.444,3.1,"5 km N of Dover, Oklahoma",USA
2017/10/31 09:50:51,36.0299,-97.9075,4.207,3.9,"5 km N of Dover, Oklahoma",USA
2017/10/31 10:04:49,36.0279,-97.9102,5.906,3.0,"5 km N of Dover, Oklahoma",USA
2017/10/31 10:30:27,36.0269,-97.9106,5.642,3.3,"5 km N of Dover, Oklahoma",USA
2017/10/31 12:18:13,36.0343,-97.9055,5.823,3.2,"5 km N of Dover, Oklahoma",USA
2017/10/31 18:24:07,43.5212,-107.457,15.32,3.2,"56 km S of Ten Sleep, Wyoming",USA
2017/11/01 13:19:39,36.0263,-97.9121,5.637,3.7,"4 km N of Dover, Oklahoma",USA
2017/11/01 17:24:26,42.5952,-111.4315,6.98,3.0,"13 km NNW of Georgetown, Idaho",USA
2017/11/01 20:54:11,36.0319,-97.9082,6.355,3.7,"5 km N of Dover, Oklahoma",USA
2017/11/01 21:19:44,42.61,-111.4657,9.16,3.0,"12 km ESE of Soda Springs, Idaho",USA
2017/11/02 04:29:24,36.3672,-98.1587,6.518,3.1,"2 km SE of Meno, Oklahoma",USA
2017/11/02 10:03:00,37.6021667,-118.8208333,4.56,3.05,"10 km WNW of Aspen Springs, California",USA
2017/11/02 12:06:17,36.0365,-97.9026,6.282,3.5,"6 km N of Dover, Oklahoma",USA
2017/11/02 12:59:57,36.9096,-98.3299,9.847,3.7,Oklahoma,USA
2017/11/02 23:31:31,36.9075,-98.3337,6.589,3.4,"3 km W of Byron, Oklahoma",USA
2017/11/03 00:18:20,32.2156667,-115.0388333,15.21,3.16,"4km NW of Estacion Coahuila, B.C., MX",USA
2017/11/03 01:05:55,37.9615,-118.1251,2.5,3.3,"33 km N of Dyer, Nevada",USA
2017/11/03 10:26:09,36.9108,-98.33,4.978,3.1,"3 km WNW of Byron, Oklahoma",USA
2017/11/03 10:43:15,42.6111,-111.4293,8.56,4.0,"15 km NNW of Georgetown, Idaho",USA
2017/11/03 11:10:00,31.4563333,-114.3103333,5.94,3.4,"105km SE of Estacion Coahuila, B.C., MX",USA
2017/11/03 20:06:43,43.749,-105.3196,0.0,3.2,"13 km E of Wright, Wyoming",USA
2017/11/03 23:11:12,43.5195,-107.3869,16.92,4.0,"57 km S of Ten Sleep, Wyoming",USA
2017/11/03 23:12:40,37.4813333,-118.4873333,5.82,3.3,"8 km NE of Mesa, California",USA
2017/11/04 01:17:10,36.1538,-97.4815,7.791,3.0,"9 km W of Orlando, Oklahoma",USA
2017/11/04 04:23:32,36.3167,-96.9693,5.944,3.0,"4 km ENE of Morrison, Oklahoma",USA
2017/11/04 11:04:22,38.5616667,-119.5821667,1.08,3.11,"6 km W of Coleville, California",USA
2017/11/04 18:17:16,36.0344,-97.906,7.671,3.3,"5 km N of Dover, Oklahoma",USA
2017/11/05 19:58:11,42.5891,-111.4262,9.35,3.4,"12 km NNW of Georgetown, Idaho",USA
2017/11/05 21:03:58,43.5209,-105.2761,0.0,3.4,"30 km SE of Wright, Wyoming",USA
2017/11/07 08:12:03,36.9172,-97.6473,8.43,3.2,"1 km SE of Renfrow, Oklahoma",USA
2017/11/07 14:08:18,46.9006,-112.5247,11.47,3.4,"13 km ESE of Lincoln, Montana",USA
2017/11/07 20:10:24,43.5716,-105.344,0.0,3.2,"23 km SSE of Wright, Wyoming",USA
2017/11/08 11:47:16,36.2819,-97.5042,7.338,3.5,"4 km W of Lucien, Oklahoma",USA
2017/11/09 03:28:28,33.4638333,-116.4701667,7.62,3.1,"21km ESE of Anza, CA",USA
2017/11/09 08:45:12,36.8999,-97.5166,5.909,3.2,"10 km N of Deer Creek, Oklahoma",USA
2017/11/09 22:03:40,43.8161,-105.2725,0.0,3.4,"19 km ENE of Wright, Wyoming",USA
2017/11/10 00:23:30,33.462,-116.4666667,7.44,3.52,"22km ESE of Anza, CA",USA
2017/11/10 09:25:11,33.9313333,-118.302,11.94,3.12,"5km WNW of Willowbrook, CA",USA
2017/11/10 14:44:55,31.1647,-103.3065,1.15,3.0,"24 km WSW of Coyanosa, Texas",USA
2017/11/11 19:11:23,43.9802,-105.3992,0.0,3.1,"26 km NNE of Wright, Wyoming",USA
2017/11/11 20:22:08,43.6664,-105.2207,0.0,3.0,"23 km ESE of Wright, Wyoming",USA
2017/11/11 21:04:21,43.7961,-105.327,0.0,3.5,"14 km ENE of Wright, Wyoming",USA
2017/11/13 11:23:01,25.65,-96.547,5.0,3.9,"79 km SE of South Padre Island, Texas",USA
2017/11/13 19:31:29,36.6305,-121.2443333,6.31,4.58,"18 km SSE of Tres Pinos, California",USA
2017/11/15 01:15:18,36.629,-121.2361667,4.59,3.16,"19 km SSE of Tres Pinos, California",USA
